,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
3629,2036,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,AWALE COMPANY,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,2036Taxi
3632,4753,ACTIVE,TOYOTA,CAMRY,2017.0,BLUE/WHITE,Hybrid,N,MANAHA CAB INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4753Taxi
3635,4118,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,OZZIE CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4118Taxi
3641,543,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,Z SENAY INC,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,543Taxi
3645,2100,ACTIVE,TOYOTA,CAMRY,2015.0,GOLD,Hybrid,N,QUAMENS INC,617 E. 37TH ST.,CHICAGO,IL,60653.0,Independent1,Owner-Operator,2100Taxi
3646,657,VIOLATION,FORD,ESCAPE,2010.0,GREEN,Hybrid,N,NECT 45 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",657Taxi
3650,851,REVOKED,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,6TH AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,851Taxi
3652,1073,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO XIV, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1073Taxi
3653,73,ACTIVE,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,BEBE VICTOR INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,73Taxi
3656,4421,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,NORTOWN EXPRESS INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4421Taxi
3658,2616,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,CORPORAL CAB CO,1834 N. DAMEN AVE.,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,2616Taxi
3662,1690,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,JOT CAB CO,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1690Taxi
3664,2972,ACTIVE,TOYOTA,PRIUS V,2014.0,WHITE,Hybrid,N,RIZQ CAB CO,2202 N. ROCKWELL ST.,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,2972Taxi
3666,2533,VIOLATION,NISSAN,ALTIMA,2013.0,WHITE,Hybrid,N,MCCAB I CORP.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2533Taxi
3670,3118,VIOLATION,TOYOTA,PRIUS,2010.0,WHITE,Hybrid,N,DELL CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,3118Taxi
3673,2083,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MADISON TAXI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2083Taxi
3677,3256,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3256Taxi
3678,5331,SURRENDER,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,SOHIL INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5331Taxi
3679,972,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,BEDFORD CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,972Taxi
3682,4153,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,ANNIMER CORP,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,4153Taxi
3683,2224,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"BOLAKO, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2224Taxi
3686,2799,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,SAM & SONS TAXI CORP.,5200 N. OTTO AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2799Taxi
3691,6415,ACTIVE,TOYOTA,CAMRY,2020.0,BLUE/WHITE,Hybrid,N,SISAY CORPORATION,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,6415Taxi
3693,6059,ACTIVE,TOYOTA,CAMRY,2018.0,WHITE,Hybrid,N,SYED A MOQEET,4550 N. CLARENDON AVE.,CHICAGO,IL,60640.0,Globe Taxi Association Inc,Owner Manager,6059Taxi
3696,3700,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ZIG ZAG INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3700Taxi
3698,628,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE/BLACK/STRIPES,Hybrid,N,GREEN GABLES TAXI INC.,4215 N. BROADWAY,CHICAGO,IL,60613.0,Independent1,Owner-Operator,628Taxi
3699,1074,ACTIVE,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,SOHA TAXI INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,1074Taxi
3700,2731,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,JIMMY 53 TRANS INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,2731Taxi
3703,3136,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,REX CAB COMPANY,8001 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619.0,EXPIRED AFFILIATION,Owner Manager,3136Taxi
3705,153,ACTIVE,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,PRIME WHEELS LLC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,153Taxi
3709,3582,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,PAAC CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3582Taxi
3712,1793,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,LESS IS MORE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1793Taxi
3715,1918,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,HARRAH INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,1918Taxi
3723,3415,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,"FAMAGUSTA TRANS, INC",5765 N. LINCOLN AVE.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,3415Taxi
3727,1769,SURRENDER,TOYOTA,PRIUS,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,IDEAL CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1769Taxi
3728,3752,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE/BLUE/STRIPES,Hybrid,N,HARVIN CAB CO,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner Manager,3752Taxi
3730,3953,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,PULITZER TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3953Taxi
3731,3191,SURRENDER,TOYOTA,CAMRY,2015.0,YELLOW,Hybrid,N,UZAIR & TALAH INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,3191Taxi
3733,5517,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"PASALIC, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Medallion Management Corp.,5517Taxi
3735,5443,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,NEW MILLENNIUM INC #II,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5443Taxi
3736,5600,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP, LLC SERIES 31",4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5600Taxi
3739,5896,ACTIVE,TOYOTA,PRIUS,2015.0,BLUE/WHITE,Hybrid,N,STR CAB CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5896Taxi
3748,1658,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SNOWFALL II HACKING CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1658Taxi
3749,3253,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,GAITHER CAB CO,8301 S. COTTAGE GROVE AVE.,CHICAGO,IL,60619.0,EXPIRED AFFILIATION,Owner Manager,3253Taxi
3751,2455,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,TOWN CAB INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,2455Taxi
3752,35,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,AMUN TRANS INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,35Taxi
3753,6370,ACTIVE,TOYOTA,CAMRY,2018.0,GRAY/WHITE,Hybrid,N,GELEB INC ILL,7405 N. WESTERN AVE.,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner-Operator,6370Taxi
3754,2088,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SLOMI CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,2088Taxi
3761,2953,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,ROADWAY INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2953Taxi
3762,4864,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MACHIN INC,6318 N. CLAREMONT AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,4864Taxi
3763,776,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,SEVEN DAY CAB CO,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,776Taxi
3764,1786,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,ELSTON EIGHTEEN LLC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1786Taxi
3765,3981,SURRENDER,TOYOTA,CAMRY,2012.0,CREAM/BLUE,Hybrid,N,MEHAR CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Blue Diamond Taxi Affil Inc,Owner Manager,3981Taxi
3770,486,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,486Taxi
3772,2014,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,2014Taxi
3774,2471,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,ABBAS INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner Manager,2471Taxi
3780,1091,SURRENDER,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,NECT 24 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1091Taxi
3788,6821,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,RUSSIAN ROCKET TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6821Taxi
3789,6759,FORECLOSURE,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,"NICKI & EMMY, INC.",6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6759Taxi
3793,4688,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"I & B MIDWEST ENTERPRISE, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4688Taxi
3795,1731,ACTIVE,TOYOTA,RAV4,2024.0,SILVER,Hybrid,N,KPOOKEKE  INC,47 W. 37TH ST.,CHICAGO,IL,60609.0,Independent1,Owner-Operator,1731Taxi
3797,5314,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,ARLENE ADEWOLE,3605 W. 81ST ST.,CHICAGO,IL,60652.0,DIS-AFFILIATED,Owner-Operator,5314Taxi
3800,1414,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,EFFY CAB CO.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,1414Taxi
3802,103,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,103Taxi
3805,1806,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,"MELSE, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner-Operator,1806Taxi
3807,159,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,MCCAB VI CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",159Taxi
3809,901,SURRENDER,TOYOTA,PRIUS,2014.0,GREEN,Hybrid,N,NECT 36 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",901Taxi
3810,2766,ACTIVE,TOYOTA,PRIUS,2014.0,GRAY/WHITE,Hybrid,N,SOLIANA CORP,850 W. EASTWOOD AVE.,CHICAGO,IL,60640.0,Independent1,Owner Manager,2766Taxi
3813,5294,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,ARCTIC INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5294Taxi
3817,1944,ACTIVE,TOYOTA,SIENNA,2021.0,BLUE/WHITE,Hybrid,N,SALHA COMPANY,5022 N. SAWYER AVE.,CHICAGO,IL,60625.0,Sun Taxi Association Inc,Owner-Operator,1944Taxi
3833,4266,ACTIVE,TOYOTA,RAV4,2020.0,YELLOW,Hybrid,N,JEVEMESTH INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,4266Taxi
3834,439,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,OLUYOLE CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,439Taxi
3835,5279,ACTIVE,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,WALI & WAASEY LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,5279Taxi
3836,5490,ACTIVE,TOYOTA,CAMRY,2020.0,BLUE/WHITE,Hybrid,N,STREETS OF CHICAGO TAXI CO,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5490Taxi
3838,858,REVOKED,FORD,C-MAX,2013.0,WHITE,Hybrid,N,HUNTER GREEN TAXI INC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,858Taxi
3840,6610,ACTIVE,TOYOTA,CAMRY,2020.0,WHITE,Hybrid,N,"RANGPUR, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,6610Taxi
3841,516,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,516Taxi
3842,452,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,REPORTER TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,452Taxi
3845,5912,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,"MAA AMBA TRANSPORTATION, INC.",5200 N. OTTO AVE.,CHICAGO,IL,60656.0,Blue Ribbon Assn Inc,Owner-Operator,5912Taxi
3846,395,VIOLATION,FORD,FUSION,2011.0,GREEN,Hybrid,N,VIRGO TAXI CAB CO.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",395Taxi
3848,3971,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"MUNAIZ, INC",9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3971Taxi
3850,3178,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,KAVALA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3178Taxi
3851,3538,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO X, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3538Taxi
3866,3949,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,AL-MEDINA ENTERPRISES INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,3949Taxi
3874,5632,ACTIVE,FORD,FUSION,2016.0,YELLOW,Hybrid,N,ARELLANO CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,5632Taxi
3880,4449,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,BASHIRU HABIB,7839 S. MICHIGAN AVE.,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,4449Taxi
3890,4452,VIOLATION,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,REX 10 INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",4452Taxi
3894,1607,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,LILLY CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1607Taxi
3895,3201,VIOLATION,FORD,ESCAPE,2011.0,WHITE,Hybrid,N,C & D CAB CO,8001 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619.0,EXPIRED AFFILIATION,Owner Manager,3201Taxi
3896,74,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,GREVENA CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,74Taxi
3899,4474,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,NIMA RIDE INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4474Taxi
3900,1054,SURRENDER,NISSAN,ALTIMA,2011.0,WHITE/BLUE/STRIPES,Hybrid,N,GRAND CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1054Taxi
3902,1934,ACTIVE,TOYOTA,RAV4,2017.0,WHITE/BLACK/STRIPES,Hybrid,N,"WARSAME TRANS, INC",9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Independent1,Owner-Operator,1934Taxi
3904,1814,VIOLATION,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,REX 9 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1814Taxi
3906,6063,SURRENDER,TOYOTA,CAMRY,2017.0,WHITE/BLUE,Hybrid,N,NIAZ & SONS INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6063Taxi
3909,5653,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,LIZ TAXI CORP.,5606 N. WESTERN AVE.,CHICAGO,IL,60659.0,EXPIRED AFFILIATION,Owner Manager,5653Taxi
3910,108,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,TENNIS TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,108Taxi
3911,4076,ACTIVE,TOYOTA,CAMRY,2017.0,BLUE/WHITE,Hybrid,N,"MERINA, INC",4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4076Taxi
3912,4691,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,JAM CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4691Taxi
3914,6877,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,SWIFT CAB CO,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,6877Taxi
3920,3274,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,3274Taxi
3921,803,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,MDH TAXI LLC,6253 N. HAMLIN AVE.,CHICAGO,IL,60659.0,Independent1,Owner-Operator,803Taxi
3927,1502,ACTIVE,TOYOTA,CAMRY,2012.0,BLUE/WHITE,Hybrid,N,"EAGLE EXPRESS, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",1502Taxi
3929,6792,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,KING CAB CORP,2738 W. FULTON ST.,CHICAGO,IL,60612.0,EXPIRED AFFILIATION,Owner Manager,6792Taxi
3931,3146,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,DOME CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,3146Taxi
3932,1348,VIOLATION,TOYOTA,PRIUS,2010.0,WHITE,Hybrid,N,SILVER DOLLAR CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1348Taxi
3933,4766,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,3RD AVENUE TAXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4766Taxi
3934,2969,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,JASMIN TAXI INC,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,2969Taxi
3939,35,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,AMUN TRANS INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,35Taxi
3941,5449,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,LILLY CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,5449Taxi
3951,4971,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,AUSTIN HACKING CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4971Taxi
3956,1200,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,NECT 17 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1200Taxi
3957,1336,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,SAIYED CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1336Taxi
3961,3151,VIOLATION,FORD,ESCAPE,2010.0,WHITE,Hybrid,N,DINO CAB COMPANY,8001 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60619.0,EXPIRED AFFILIATION,Owner Manager,3151Taxi
3967,2253,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,JONATHAN O CRAIG,8543 S. OGLESBY AVE.,CHICAGO,IL,60617.0,DIS-AFFILIATED,Owner Manager,2253Taxi
3968,2621,ACTIVE,TOYOTA,RAV4,2018.0,BLUE/WHITE,Hybrid,N,TOWER CAB CO.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,2621Taxi
3970,6176,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,VOYAGER CORP,5416 N. BROADWAY,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner Manager,6176Taxi
3973,5476,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,DEFIANCE TAXI LLC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5476Taxi
3974,5792,SURRENDER,TOYOTA,PRIUS,2013.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES IX,4175 N. ELSTON AVE.,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5792Taxi
