,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
9257,524,ACTIVE,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,LIBRA TAXI INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",524Taxi
9275,2632,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,N,NAT MIKE CABS TWO INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2632Taxi
9369,1119,ACTIVE,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,Y,FATOU INC.,9126 S. GREENWOOD AVE.,CHICAGO,IL,60619.0,Independent1,Owner-Operator,1119Taxi
9437,5834,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,Y,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5834Taxi
9461,5538,VIOLATION,DODGE,GRAND CARAVAN,2013.0,WHITE,Flex Fuel,N,LEONA INC,3906 W. ARGYLE ST.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,5538Taxi
9482,8662,VIOLATION,FORD,TRANSIT,2017.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8662Medicar
9521,459,VIOLATION,DODGE,GRAND CARAVAN,2013.0,WHITE,Flex Fuel,N,MCCAB XV CORP.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,459Taxi
9611,4175,ACTIVE,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,"LEMPIRA, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,4175Taxi
9617,8669,VIOLATION,FORD,TRANSIT,2018.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8669Medicar
9633,2898,ACTIVE,FORD,CROWN VICTORIA,2011.0,YELLOW,Flex Fuel,N,28 98 TAXI CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,2898Taxi
9651,8939,VIOLATION,FORD,TRANSIT,2017.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8939Medicar
9670,2751,VIOLATION,CHEVROLET,HHR,2011.0,WHITE,Flex Fuel,N,GASH CORPORATION,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2751Taxi
9697,4896,SURRENDER,DODGE,GRAND CARAVAN,2014.0,WHITE,Flex Fuel,N,KING'S CORP,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,4896Taxi
9804,49,ACTIVE,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,NECT 30 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",49Taxi
9814,1605,SURRENDER,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,ASCEND INVESTMENTS INCORPORATED,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1605Taxi
9822,2103,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,N,SARUMI & SON INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2103Taxi
10073,1446,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1446Taxi
10214,5177,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,N D Z 2 CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5177Taxi
10489,6967,ACTIVE,DODGE,CARAVAN,2017.0,YELLOW,Flex Fuel,Y,AANADIL INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,6967Taxi
10645,3528,ACTIVE,VPG,MV-1,2014.0,YELLOW,Flex Fuel,Y,GODSAJERE INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,3528Taxi
10984,3661,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,DAEM RIDE INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,3661Taxi
11088,2517,VIOLATION,CHEVROLET,IMPALA,2012.0,WHITE,Flex Fuel,N,MCCAB I CORP.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2517Taxi
11320,1913,SURRENDER,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,TERRA TAXI INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1913Taxi
11340,8938,VIOLATION,FORD,TRANSIT,2017.0,WHITE,Flex Fuel,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467.0,,,8938Medicar
11452,2747,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,N,LEMAJ INC,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2747Taxi
11530,4614,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4614Taxi
11583,4952,ACTIVE,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,N,TAJOBAG CORPORATION,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4952Taxi
11899,1644,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,GRASU CAB CORP.,220 N. LAFLIN ST.,CHICAGO,IL,60607.0,EXPIRED AFFILIATION,Owner Manager,1644Taxi
11977,5587,VIOLATION,DODGE,GRAND CARAVAN,2012.0,BLUE,Flex Fuel,Y,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,5587Taxi
11980,305,REVOKED,FORD,ESCAPE,2012.0,WHITE,Flex Fuel,N,SAKET BROS. INC.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,305Taxi
12152,2520,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,Y,THE SITUATION TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2520Taxi
12235,6944,VIOLATION,DODGE,GRAND CARAVAN,2013.0,BLUE,Flex Fuel,Y,SALLONIKI TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,6944Taxi
12299,4975,ACTIVE,DODGE,CARAVAN,2014.0,BLUE/WHITE,Flex Fuel,N,NABIH MALAS,4623 N. CHESTER AVE.,CHICAGO,IL,60656.0,Sun Taxi Association Inc,Owner-Operator,4975Taxi
12378,6859,ACTIVE,DODGE,GRAND CARAVAN,2014.0,WHITE,Flex Fuel,Y,U NEED A CAB INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,6859Taxi
12405,5934,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,5934Taxi
12450,6723,SURRENDER,DODGE,GRAND CARAVAN,2010.0,WHITE,Flex Fuel,Y,"FRAN, INC.",5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,6723Taxi
12556,3556,ACTIVE,CHEVROLET,IMPALA,2011.0,BLACK/WHITE,Flex Fuel,N,RODNEY ANDREWS,309 E. 89TH PL.,CHICAGO,IL,60619.0,Independent1,Owner-Operator,3556Taxi
12738,2742,SURRENDER,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,SHAYAN CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2742Taxi
12753,3898,SURRENDER,DODGE,CARAVAN,2018.0,WHITE/BLACK/STRIPES,Flex Fuel,N,HEMERY INVESTMENT LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,Independent1,Owner-Operator,3898Taxi
13078,5894,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,N,AKURDAT INC,6550 N. CLARK ST.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,5894Taxi
13117,2393,ACTIVE,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,JUHI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,2393Taxi
13135,6961,ACTIVE,TOYOTA,SIENNA,2024.0,WHITE,Flex Fuel,Y,FAST CAB AND LIMO SERVICES INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,INDEPENDENT3,Owner-Operator,6961Taxi
13177,1922,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,EAGLE RIDE INC,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,1922Taxi
13327,1527,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,ROBE TAXI CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1527Taxi
13340,3638,VIOLATION,DODGE,GRAND CARAVAN,2015.0,WHITE,Flex Fuel,N,FAYA EXPRESS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,3638Taxi
13588,4284,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,Y,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4284Taxi
13590,404,VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,404Taxi
13723,3368,SURRENDER,DODGE,GRAND CARAVAN,2016.0,WHITE,Flex Fuel,Y,JOSEPH AJERE INCORPORATED,2532 W. WARREN BLVD.,CHICAGO,IL,60612.0,INDEPENDENT4,Owner-Operator,3368Taxi
13756,6175,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,Y,BEIJING TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6175Taxi
13851,4817,ACTIVE,DODGE,GRAND CARAVAN,2013.0,YELLOW,Flex Fuel,N,OLUFEMI S. BABATUNDE,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,4817Taxi
13964,5102,SURRENDER,CHEVROLET,MALIBU,2022.0,WHITE/STARS/STRIPES,Flex Fuel,N,LUIS FABARA,5853 W. WARWICK AVE.,CHICAGO,IL,60634.0,American-United Cab Assn,Owner-Operator,5102Taxi
14130,3507,VIOLATION,FORD,CROWN VICTORIA,2011.0,WHITE,Flex Fuel,N,MCCAB XXI CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3507Taxi
14168,5311,VIOLATION,FORD,CROWN VICTORIA,2009.0,WHITE,Flex Fuel,N,PAK CHICAGO CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5311Taxi
14173,1574,VIOLATION,DODGE,GRAND CARAVAN,2011.0,WHITE,Flex Fuel,N,LE-PAUL CAB CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1574Taxi
14223,1405,SURRENDER,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,ANAM ENTERPRISES INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1405Taxi
14294,4411,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,N,SAMIA JEBARI TAXI CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4411Taxi
14310,2592,VIOLATION,VPG,MV-1,2014.0,WHITE,Flex Fuel,Y,WIL-MAR CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60657.0,Flash Cab Co,Chicago Taxicab Management Inc.,2592Taxi
14392,2709,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,Y,SPHAN RIDE INC.,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2709Taxi
14470,819,VIOLATION,DODGE,GRAND CARAVAN,2016.0,WHITE,Flex Fuel,N,LINCOLNSHIRE SERVICE CORP.,3801 N. ELSTON AVE.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,819Taxi
14499,3761,SURRENDER,DODGE,GRAND CARAVAN,2017.0,WHITE,Flex Fuel,Y,TROJAN CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3761Taxi
14671,3075,VIOLATION,DODGE,CARAVAN,2011.0,GREEN,Flex Fuel,Y,NECT 2 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3075Taxi
14759,43,ACTIVE,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,NECT 30 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",43Taxi
15236,5240,VIOLATION,DODGE,GRAND CARAVAN,2011.0,WHITE,Flex Fuel,N,NEDA INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5240Taxi
15314,5636,VIOLATION,FORD,CROWN VICTORIA,2011.0,WHITE,Flex Fuel,N,BORDEP INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5636Taxi
15467,5654,VIOLATION,DODGE,CARAVAN,2014.0,WHITE,Flex Fuel,N,SANYA TRANSPORTS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5654Taxi
15481,6675,SURRENDER,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,N,SAALA INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner-Operator,6675Taxi
15571,2327,ACTIVE,DODGE,CARAVAN,2016.0,WHITE,Flex Fuel,Y,ANAM ENTERPRISES INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,2327Taxi
15576,3243,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Flex Fuel,Y,SYED W AHMED,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,3243Taxi
15686,5727,VIOLATION,DODGE,CARAVAN,2013.0,WHITE,Flex Fuel,N,M K RAJA CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,5727Taxi
15768,6644,VIOLATION,DODGE,GRAND CARAVAN,2016.0,WHITE,Flex Fuel,N,"JEKAFE, INC.",6550 N. CLARK ST.,CHICAGO,IL,60626.0,DIS-AFFILIATED,Owner Manager,6644Taxi
15841,2252,ACTIVE,DODGE,GRAND CARAVAN,2019.0,WHITE/BLUE/STRIPES,Flex Fuel,Y,ALMYSARA INC,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner Manager,2252Taxi
15884,9681,ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Flex Fuel,N,LIMO PRO CHICAGO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630.0,,,9681Livery
15970,5834,VIOLATION,DODGE,CARAVAN,2017.0,WHITE,Flex Fuel,Y,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,5834Taxi
16021,2332,VIOLATION,DODGE,CARAVAN,2010.0,WHITE,Flex Fuel,N,SAMODE 49 INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,2332Taxi
16120,2852,VIOLATION,DODGE,GRAND CARAVAN,2012.0,WHITE,Flex Fuel,N,AZEEM INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2852Taxi
16384,985,ACTIVE,DODGE,CARAVAN,2016.0,GREEN,Flex Fuel,Y,NECT 30 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",985Taxi
16386,2928,VIOLATION,DODGE,CARAVAN,2012.0,WHITE,Flex Fuel,N,LEMAJ INC,5136 N. WESTERN AVE.,CHICAGO,IL,60625.0,DIS-AFFILIATED,Owner Manager,2928Taxi
